Id,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,
2548,NORTHEASTERN NEVADA REGIONAL HOSPITAL,2001 ERRECART BLVD,ELKO,NV,89801,ELKO,7757385151,1,10,TRUE,TRUE,3,6,3,6,3,6,3,6,2,6,3,6,3,6,3,6,
2549,MILLE LACS HEALTH SYSTEM,200 NORTH ELM STREET,ONAMIA,MN,56359,MILLE LACS,3205323154,3,10,TRUE,TRUE,3,6,4,1,4,1,3,6,3,6,2,6,3,6,4,1,
2550,ST JAMES MERCY HOSPITAL,411 CANISTEO STREET,HORNELL,NY,14843,STEUBEN,6073248000,1,8,TRUE,FALSE,3,6,3,6,4,1,3,6,2,6,3,6,3,6,4,1,
2551,STILLWATER BILLINGS CLINIC,710 N 11TH ST,COLUMBUS,MT,59019,STILLWATER,4063225316,3,10,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
2552,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,2554,NANTUCKET,5082281200,1,10,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,3,6,3,6,4,1,
2553,ST LUKES HOSPITAL OF KANSAS CITY,4401 WORNALL ROAD,KANSAS CITY,MO,64111,JACKSON,8169322000,1,2,TRUE,TRUE,4,6,1,6,3,6,3,6,1,6,3,6,3,6,3,6,
2554,CHI HEALTH ST FRANCIS,2620 WEST FAIDLEY AVE,GRAND ISLAND,NE,68803,HALL,3083844600,1,8,TRUE,FALSE,3,6,3,6,2,6,1,6,2,6,3,6,1,6,4,1,
2555,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,WAYNE,7344213300,1,10,TRUE,TRUE,2,6,3,6,1,6,2,6,2,6,3,6,2,6,3,6,
2556,FORREST GENERAL HOSPITAL,6051 US HIGHWAY 49,HATTIESBURG,MS,39404,FORREST,6012887000,1,3,TRUE,TRUE,2,6,2,6,1,6,2,6,3,6,2,6,3,6,1,6,
2557,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,MONROE,5852752121,1,10,TRUE,TRUE,3,6,3,6,1,6,2,6,3,6,3,6,2,6,2,6,
2558,NICHOLAS H NOYES MEMORIAL HOSPITAL,111  CLARA BARTON STREET,DANSVILLE,NY,14437,LIVINGSTON,5853356001,1,10,TRUE,TRUE,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,
2559,SANFORD CANBY MEDICAL CENTER,112 ST OLAF AVENUE SOUTH,CANBY,MN,56220,YELLOW MEDICINE,5072237277,3,2,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,3,6,1,6,4,1,
2560,FIELD HEALTH SYSTEM,178 HIGHWAY 24,CENTREVILLE,MS,39631,WILKINSON,6018900500,3,3,TRUE,TRUE,2,6,3,6,4,1,3,6,4,1,3,6,1,6,2,6,
2561,DISTRICT ONE HOSPITAL,200 STATE AVENUE,FARIBAULT,MN,55021,RICE,5073346451,1,10,TRUE,TRUE,4,6,3,6,3,6,3,6,1,6,3,6,1,6,3,6,
2562,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,6078652188,3,10,TRUE,TRUE,3,6,3,6,4,1,3,6,4,1,4,1,1,6,3,6,
2563,HERMANN AREA DISTRICT HOSPITAL,509 W 18TH ST,HERMANN,MO,65041,GASCONADE,5734862191,3,2,TRUE,TRUE,6,2,3,6,4,1,3,6,4,1,4,1,4,1,4,1,
2564,O'CONNOR HOSPITAL,460 ANDES ROAD,DELHI,NY,13753,DELAWARE,6077460300,3,10,TRUE,TRUE,6,2,4,1,4,1,3,6,4,1,4,1,4,1,4,1,
2565,VALLEY REGIONAL HOSPITAL,243 ELM STREET,CLAREMONT,NH,3743,SULLIVAN,6035427771,3,10,TRUE,TRUE,4,6,3,6,4,1,3,6,4,1,4,1,4,1,3,6,
2566,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,10512,PUTNAM,9142795711,1,10,TRUE,TRUE,3,6,3,6,3,6,2,6,1,6,3,6,3,6,3,6,
2567,PROMEDICA HERRICK HOSPITAL,500 E POTTAWATAMIE STREET,TECUMSEH,MI,49286,LENAWEE,5174243000,3,1,TRUE,TRUE,3,6,3,6,4,1,3,6,4,1,3,6,1,6,3,6,
2568,THE HEALTHCENTER,320 SUNNYVIEW LANE,KALISPELL,MT,59901,FLATHEAD,4067564720,1,6,FALSE,TRUE,6,2,4,1,4,1,4,1,1,6,4,1,4,1,2,6,
2569,MADISON VALLEY MEDICAL CENTER,305 N MAIN,ENNIS,MT,59729,MADISON,4066824222,3,2,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
2570,NEWTON MEDICAL CENTER,175 HIGH ST,NEWTON,NJ,7860,SUSSEX,9735798300,1,10,TRUE,TRUE,3,6,3,6,3,6,3,6,3,6,3,6,2,6,1,6,
2571,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,7601,BERGEN,5519962000,1,10,TRUE,TRUE,2,6,1,6,2,6,2,6,3,6,2,6,2,6,1,6,
2572,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,308 WILLOW AVE,HOBOKEN,NJ,7030,HUDSON,2014181000,1,8,TRUE,TRUE,2,6,3,6,3,6,2,6,2,6,2,6,2,6,3,6,
2573,MCCONE COUNTY HEALTH CENTER,605 SULLIVAN AVE,CIRCLE,MT,59215,MCCONE,4064853381,3,10,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
2574,NORTHEAST REGIONAL MEDICAL CENTER,315 S OSTEOPATHY,KIRKSVILLE,MO,63501,ADAIR,6607851000,1,6,TRUE,TRUE,4,6,3,6,1,6,1,6,1,6,3,6,1,6,2,6,
2575,OLMSTED MEDICAL CENTER,1650 FOURTH STREET SOUTHEAST,ROCHESTER,MN,55904,OLMSTED,5072872761,1,10,TRUE,TRUE,3,6,4,1,3,6,3,6,3,6,3,6,1,6,3,6,
2576,AVERA ST ANTHONY'S HOSPITAL,300 NORTH 2ND ST,O' NEILL,NE,68763,HOLT,4023362611,3,8,TRUE,TRUE,3,6,3,6,4,1,3,6,1,6,3,6,3,6,3,6,
2577,SPECTRUM HEALTH - BUTTERWORTH CAMPUS,100 MICHIGAN ST NE,GRAND RAPIDS,MI,49503,KENT,6163911774,1,10,TRUE,TRUE,3,6,3,6,2,6,1,6,1,6,3,6,3,6,1,6,
2578,GILA REGIONAL MEDICAL CENTER,1313 E 32ND ST,SILVER CITY,NM,88061,GRANT,5755384000,1,2,TRUE,TRUE,4,6,3,6,3,6,3,6,1,6,3,6,3,6,3,6,
2579,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,WAYNE,3139162600,1,10,TRUE,FALSE,1,6,1,6,2,6,2,6,2,6,1,6,2,6,1,6,
2580,MERCY HOSPITAL ST LOUIS,615 NEW BALLAS ROAD,SAINT LOUIS,MO,63141,SAINT LOUIS,3145696000,1,10,TRUE,TRUE,4,6,1,6,1,6,2,6,1,6,1,6,3,6,1,6,
2581,ST GABRIELS HOSPITAL,815 SOUTHEAST SECOND STREET,LITTLE FALLS,MN,56345,MORRISON,3206325441,3,10,TRUE,FALSE,3,6,4,1,4,1,3,6,3,6,4,1,1,6,4,1,
2582,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,6313512000,1,10,TRUE,TRUE,3,6,3,6,1,6,2,6,3,6,3,6,2,6,1,6,
2583,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,CASS,8163481236,1,10,TRUE,TRUE,3,6,3,6,1,6,2,6,3,6,3,6,1,6,3,6,
2584,CHOCTAW REGIONAL MEDICAL CENTER,8613 MS HWY 12,ACKERMAN,MS,39735,CHOCTAW,6622854400,3,3,TRUE,FALSE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
2585,H C WATKINS MEMORIAL HOSPITAL INC,605 SOUTH ARCHUSA AVENUE,QUITMAN,MS,39355,CLARKE,6017766925,3,9,TRUE,TRUE,6,2,4,1,4,1,3,6,4,1,4,1,4,1,4,1,
2586,BUTLER COUNTY HEALTH CARE CENTER,372 SOUTH 9TH ST,DAVID CITY,NE,68632,BUTLER,4023671200,3,3,TRUE,TRUE,3,6,4,1,4,1,3,6,4,1,3,6,3,6,3,6,
2587,KALKASKA MEMORIAL HEALTH CENTER,419 S CORAL,KALKASKA,MI,49646,KALKASKA,2312587500,3,2,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,3,6,3,6,
2588,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,WESTCHESTER,9147343611,1,10,TRUE,TRUE,2,6,3,6,2,6,2,6,3,6,3,6,2,6,3,6,
2589,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,WESTCHESTER,9142857017,1,2,TRUE,TRUE,1,6,3,6,2,6,2,6,2,6,3,6,2,6,2,6,
2590,BIG SANDY MEDICAL CENTER,166 MONTANA AVE E,BIG SANDY,MT,59520,CHOUTEAU,4063782188,3,2,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
2591,HARDY WILSON MEMORIAL HOSPITAL CAH,233 MAGNOLIA STREET,HAZLEHURST,MS,39083,COPIAH,6018944541,3,3,TRUE,TRUE,3,6,3,6,4,1,3,6,4,1,4,1,4,1,3,6,
2592,HENDRICKS COMMUNITY HOSPITAL,503 E LINCOLN STREET,HENDRICKS,MN,56136,LINCOLN,5072753134,3,10,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,3,6,4,1,
2593,WALTHALL COUNTY GENERAL HOSPITAL CAH,100 HOSPITAL DRIVE,TYLERTOWN,MS,39667,WALTHALL,6018762122,3,3,TRUE,TRUE,6,2,3,6,4,1,3,6,4,1,4,1,4,1,4,1,
2594,LIBERTY MEDICAL CENTER,315 W MADISON AVE,CHESTER,MT,59522,LIBERTY,4067595181,3,10,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
2595,ALBANY MEMORIAL HOSPITAL,600 NORTHERN BOULEVARD,ALBANY,NY,12204,ALBANY,5184713221,1,10,TRUE,TRUE,2,6,3,6,3,6,3,6,2,6,3,6,2,6,4,1,
2596,CABINET PEAKS MEDICAL CENTER,209 HEALTH PARK DR,LIBBY,MT,59923,LINCOLN,4062930100,3,10,TRUE,TRUE,3,6,3,6,4,1,3,6,3,6,3,6,3,6,4,1,
2597,SHRINERS HOSPITALS FOR CHILDREN - TWIN CITIES,2025 EAST RIVER PARKWAY,MINNEAPOLIS,MN,55414,HENNEPIN,6125966100,2,10,FALSE,TRUE,6,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,
2598,LAFAYETTE REGIONAL HEALTH CENTER,1500 STATE STREET,LEXINGTON,MO,64067,LAFAYETTE,6602592203,3,6,TRUE,TRUE,3,6,3,6,4,1,3,6,3,6,3,6,1,6,4,1,
2599,HARMON HOSPITAL,2170 EAST HARMON AVENUE,LAS VEGAS,NV,89119,CLARK,7027940100,1,10,FALSE,FALSE,6,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,
2600,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,ROCHESTER,NH,3867,STRAFFORD,6033325211,1,10,TRUE,TRUE,4,6,3,6,3,6,3,6,1,6,3,6,3,6,3,6,
2601,CHI HEALTH IMMANUEL,6901 NORTH 72ND ST,OMAHA,NE,68122,DOUGLAS,4025722121,1,10,TRUE,TRUE,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,
2602,SOUTHERN NH MEDICAL CENTER,8 PROSPECT STREET,NASHUA,NH,3060,HILLSBOROUGH,6035772000,1,10,TRUE,TRUE,4,6,3,6,1,6,3,6,3,6,3,6,3,6,3,6,
2603,BOSTON CHILDREN'S HOSPITAL,300 LONGWOOD AVENUE,BOSTON,MA,2115,SUFFOLK,6177356000,2,10,TRUE,TRUE,6,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
2604,HARRISON COUNTY COMMUNITY HOSPITAL,2600 MILLER STREET,BETHANY,MO,64424,HARRISON,6604250284,3,2,TRUE,TRUE,6,2,3,6,4,1,3,6,4,1,4,1,4,1,4,1,
2605,CHILDREN'S HOSPITAL OF MICHIGAN,3901 BEAUBIEN STREET,DETROIT,MI,48201,WAYNE,3137455437,2,6,TRUE,TRUE,6,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
2606,ST ALEXIUS HOSPITAL,3933 S BROADWAY,SAINT LOUIS,MO,63118,SAINT LOUIS CITY,3148657000,1,6,TRUE,TRUE,2,6,3,6,3,6,3,6,2,6,3,6,2,6,4,1,
2607,LEA REGIONAL MEDICAL CENTER,5419 N LOVINGTON HIGHWAY,HOBBS,NM,88240,LEA,5754925000,1,6,TRUE,TRUE,2,6,3,6,4,1,3,6,2,6,3,6,3,6,3,6,
2608,QUITMAN COUNTY HOSPITAL CAH,340 GETWELL DRIVE,MARKS,MS,38646,QUITMAN,6623268031,3,6,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
2609,LITTLE FALLS HOSPITAL,140 BURWELL STREET,LITTLE FALLS,NY,13365,HERKIMER,3158235261,3,10,TRUE,TRUE,4,6,3,6,4,1,3,6,1,6,4,1,3,6,4,1,
2610,MIDMICHIGAN MEDICAL CENTER-GLADWIN,515 QUARTER STREET,GLADWIN,MI,48624,GLADWIN,9894269286,3,10,TRUE,TRUE,4,6,3,6,4,1,3,6,1,6,3,6,3,6,3,6,
2611,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,1270 BELMONT AVENUE,SCHENECTADY,NY,12308,SCHENECTADY,5183863580,1,10,FALSE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
2612,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,523 NORTH 3RD STREET,BRAINERD,MN,56401,CROW WING,2188292861,1,10,TRUE,TRUE,3,6,3,6,2,6,2,6,1,6,3,6,1,6,3,6,
2613,PHELPS MEMORIAL HEALTH CENTER,1215 TIBBALS ST,HOLDREGE,NE,68949,PHELPS,3089952211,3,10,TRUE,TRUE,4,6,3,6,4,1,3,6,1,6,3,6,3,6,3,6,
2614,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,MO,63851,PEMISCOT,5733591372,1,2,TRUE,TRUE,2,6,3,6,3,6,2,6,2,6,2,6,3,6,4,1,
2615,MUNSON MEDICAL CENTER,1105 SIXTH STREET,TRAVERSE CITY,MI,49684,GRAND TRAVERSE,2319355000,1,9,TRUE,TRUE,4,6,3,6,2,6,1,6,1,6,3,6,2,6,1,6,
2616,ST JAMES HEALTHCARE,400 S CLARK ST,BUTTE,MT,59701,SILVER BOW,4067232500,1,10,TRUE,TRUE,3,6,3,6,2,6,1,6,3,6,3,6,1,6,3,6,
2617,ASPIRUS IRONWOOD HOSPITAL,N10561 GRAND VIEW LANE,IRONWOOD,MI,49938,GOGEBIC,9069322525,3,10,TRUE,TRUE,3,6,3,6,4,1,3,6,3,6,3,6,3,6,4,1,
2618,SOCORRO GENERAL HOSPITAL,1202 HIGHWAY 60 WEST,SOCORRO,NM,87801,SOCORRO,5758358700,3,6,TRUE,TRUE,6,2,4,1,4,1,3,6,4,1,4,1,4,1,4,1,
2619,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,25 POCONO ROAD,DENVILLE,NJ,7834,MORRIS,9739835569,1,6,TRUE,TRUE,2,6,3,6,1,6,2,6,2,6,3,6,3,6,3,6,
2620,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,KINGS,7189638100,1,3,TRUE,TRUE,2,6,3,6,3,6,2,6,2,6,2,6,2,6,4,1,
2621,CAPITAL HEALTH SYSTEM-FULD CAMPUS,750 BRUNSWICK AVE,TRENTON,NJ,8638,MERCER,6093946000,1,10,TRUE,TRUE,1,6,3,6,2,6,2,6,3,6,3,6,2,6,3,6,
2622,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,QUEENS,7182626000,1,10,TRUE,TRUE,1,6,2,6,3,6,2,6,2,6,2,6,2,6,3,6,
2623,SCHEURER HOSPITAL,170 N CASEVILLE RD,PIGEON,MI,48755,HURON,9894533223,3,9,TRUE,TRUE,4,6,4,1,4,1,3,6,1,6,3,6,3,6,3,6,
2624,LEWIS COUNTY GENERAL HOSPITAL,7785 NORTH STATE STREET,LOWVILLE,NY,13367,LEWIS,3153765200,3,9,TRUE,FALSE,3,4,3,6,4,1,3,6,3,6,3,6,3,6,4,1,
2625,MERCY HOSPITAL AURORA,500 PORTER AVENUE,AURORA,MO,65605,LAWRENCE,4176782122,3,8,TRUE,TRUE,6,2,4,1,4,1,3,6,3,6,4,1,4,1,4,1,
2626,WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,NY,14701,CHAUTAUQUA,7164870141,1,10,TRUE,TRUE,2,6,3,6,3,6,3,6,2,6,2,6,2,6,3,6,
2627,ST PATRICK HOSPITAL,500 W BROADWAY,MISSOULA,MT,59806,MISSOULA,4065437271,1,8,TRUE,TRUE,4,6,2,6,3,6,1,6,1,6,3,6,1,6,3,6,
2628,NORTH VALLEY HOSPITAL,1600 HOSPITAL WAY,WHITEFISH,MT,59937,FLATHEAD,4068633550,3,10,TRUE,TRUE,3,6,3,6,4,1,3,6,1,6,2,6,1,6,3,6,
2629,STEVENS COMMUNITY MEDICAL CENTER,"400 EAST FIRST STREET, PO BOX 660",MORRIS,MN,56267,STEVENS,3205891313,3,10,TRUE,FALSE,4,6,3,6,4,1,3,6,1,6,3,6,1,6,4,1,
2630,CENTRA CARE HEALTH PAYNESVILLE,200 1ST STREET WEST,PAYNESVILLE,MN,56362,STEARNS,3202433779,3,10,TRUE,TRUE,4,6,4,1,4,1,3,6,1,6,3,6,1,6,3,6,
2631,NORTHWEST MEDICAL CENTER,705 N COLLEGE STREET,ALBANY,MO,64402,GENTRY,6607263941,3,10,TRUE,TRUE,3,6,3,6,4,1,3,6,4,1,4,1,3,6,3,6,
2632,TALLAHATCHIE CRITICAL ACCESS HOSPITAL,201 SOUTH MARKET ST / PO BOX 230,CHARLESTON,MS,38921,TALLAHATCHIE,6626475535,3,3,TRUE,TRUE,6,2,4,1,4,1,4,1,1,6,4,1,4,1,4,1,
2633,MIDMICHIGAN MEDICAL CENTER - ALPENA,1501 W CHISHOLM ST,ALPENA,MI,49707,ALPENA,9893567390,1,6,TRUE,TRUE,4,6,3,6,1,6,1,6,2,6,3,6,3,6,2,6,
2634,JOHN C STENNIS MEMORIAL HOSPITAL,14365 HIGHWAY 16 WEST,DE KALB,MS,39328,KEMPER,7694861000,3,10,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
2635,MERIT HEALTH WOMEN'S HOSPITAL,1026 RIVER OAKS DRIVE,FLOWOOD,MS,39232,RANKIN,6019321000,1,6,FALSE,TRUE,6,2,4,1,4,1,4,1,1,6,3,6,4,1,4,1,
2636,TIPPAH COUNTY HOSPITAL,1005 CITY AVE NORTH,RIPLEY,MS,38663,TIPPAH,6628379221,3,3,FALSE,FALSE,6,2,4,1,4,1,4,1,4,1,3,6,3,6,4,1,
2637,BOLIVAR MEDICAL CENTER,901 E SUNFLOWER RD,CLEVELAND,MS,38732,BOLIVAR,6628460061,1,6,TRUE,TRUE,2,6,2,6,3,6,2,6,3,6,3,6,1,6,3,6,
2638,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,5857862233,1,3,TRUE,TRUE,3,6,3,6,4,1,3,6,2,6,2,6,3,6,4,1,
2639,PARK NICOLLET METHODIST HOSPITAL,6500 EXCELSIOR BLVD,SAINT LOUIS PARK,MN,55426,HENNEPIN,9529935000,1,10,TRUE,TRUE,4,6,1,6,3,6,1,6,1,6,3,6,3,6,3,6,
2640,FAIRVIEW SOUTHDALE HOSPITAL,6401 FRANCE AVENUE SOUTH,EDINA,MN,55435,HENNEPIN,9529245000,1,9,TRUE,TRUE,4,6,3,6,1,6,1,6,3,6,3,6,3,6,1,6,
2641,GERALD CHAMPION REGIONAL MEDICAL CENTER,2669 NORTH SCENIC DRIVE,ALAMOGORDO,NM,88310,OTERO,5754396100,1,10,TRUE,TRUE,2,6,2,6,1,6,3,6,2,6,3,6,3,6,3,6,
2642,MISSOURI DELTA MEDICAL CENTER,1008 NORTH MAIN ST,SIKESTON,MO,63801,NEW MADRID,5734711600,1,9,TRUE,TRUE,3,6,3,6,3,6,3,6,1,6,3,6,1,6,3,6,
2643,COOPER COUNTY MEMORIAL HOSPITAL,17651 B HWY,BOONVILLE,MO,65233,COOPER,6608827461,1,9,TRUE,TRUE,3,6,4,1,4,1,3,6,4,1,3,6,1,6,4,1,
2644,NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD ST,MOUNT AIRY,NC,27030,SURRY,3367197000,1,2,TRUE,TRUE,3,6,3,6,3,6,3,6,3,6,1,6,3,6,3,6,
2645,COMMUNITY MEDICAL CENTER,99 RT 37 WEST,TOMS RIVER,NJ,8755,OCEAN,7325578000,1,10,TRUE,TRUE,2,6,2,6,1,6,2,6,2,6,3,6,2,6,1,6,
2646,PROMEDICA BIXBY HOSPITAL,818 RIVERSIDE AVENUE,ADRIAN,MI,49221,LENAWEE,5172650900,1,10,TRUE,TRUE,3,6,3,6,3,6,1,6,3,6,3,6,3,6,3,6,
2647,MARCUS DALY MEMORIAL HOSPITAL - CAH,1200 WESTWOOD DR,HAMILTON,MT,59840,RAVALLI,4063754408,3,10,TRUE,TRUE,3,4,3,6,4,1,3,6,3,6,4,1,4,1,4,1,
2648,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,ALBUQUERQUE,NM,87106,BERNALILLO,5057248386,1,2,TRUE,TRUE,3,6,3,6,2,6,1,6,3,6,3,6,2,6,3,6,
2649,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,1757,WORCESTER,5084731190,1,9,TRUE,TRUE,3,6,1,6,2,6,2,6,1,6,3,6,3,6,1,6,
2650,PERKINS COUNTY HEALTH SERVICES,900 LINCOLN AVE,GRANT,NE,69140,PERKINS,3083527200,3,2,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
2651,SWIFT COUNTY BENSON HOSPITAL,1815 WISCONSIN AVENUE,BENSON,MN,56215,SWIFT,3208434232,3,2,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
2652,BROWN COUNTY HOSPITAL,945 EAST ZERO ST,AINSWORTH,NE,69210,BROWN,4023872800,3,3,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
2653,MUNICIPAL HOSPITAL AND GRANITE MANOR,345 TENTH AVENUE,GRANITE FALLS,MN,56241,YELLOW MEDICINE,3205643111,3,3,TRUE,TRUE,3,6,3,6,4,1,3,6,4,1,3,6,1,6,4,1,
2654,CHIPPEWA COUNTY HOSPITAL,824 NORTH 11TH STREET,MONTEVIDEO,MN,56265,CHIPPEWA,3203218100,3,3,TRUE,TRUE,3,6,3,6,4,1,3,6,1,6,4,1,3,6,2,6,
2655,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,1,2,TRUE,TRUE,3,6,2,6,1,6,1,6,3,6,3,6,3,6,1,6,
2656,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,KINGS,7186134000,1,10,FALSE,TRUE,1,6,3,6,3,6,2,6,2,6,2,6,2,6,4,1,
2657,BENEFIS TETON MEDICAL CENTER,915 4TH ST NW,CHOTEAU,MT,59422,TETON,4064665763,3,10,TRUE,TRUE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
2658,NEWARK-WAYNE COMMUNITY HOSPITAL,111 DRIVING PARK AVENUE,NEWARK,NY,14513,WAYNE,3153322022,1,10,TRUE,TRUE,2,6,3,6,3,6,2,6,2,6,3,6,1,6,4,1,
2659,MOUNTAINVIEW MEDICAL CENTER,16 W MAIN ST,WHITE SULPHUR SPRING,MT,59645,MEAGHER,4065473321,3,10,TRUE,FALSE,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,
2660,COX MONETT HOSPITAL,801 NORTH LINCOLN AVENUE,MONETT,MO,65708,BARRY,4173541400,3,10,TRUE,TRUE,6,2,4,1,4,1,3,6,1,6,4,1,4,1,4,1,
2661,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,455 ST MICHAEL'S DRIVE,SANTA FE,NM,87505,SANTA FE,5059135201,1,10,TRUE,TRUE,2,6,3,6,2,6,1,6,2,6,3,6,2,6,3,6,
2662,MERCY HOSPITAL LINCOLN,1000 EAST CHERRY STREET,TROY,MO,63379,LINCOLN,6365288551,3,3,TRUE,TRUE,3,4,3,6,4,1,3,6,2,6,4,1,4,1,4,1,
2663,HENNEPIN COUNTY MEDICAL CENTER 1,701 PARK AVENUE,MINNEAPOLIS,MN,55415,HENNEPIN,6128732338,1,3,TRUE,TRUE,2,6,3,6,3,6,2,6,2,6,3,6,2,6,3,6,
2664,ST JOSEPH'S REGIONAL MEDICAL CENTER,703 MAIN ST,PATERSON,NJ,7503,PASSAIC,9737542010,1,8,TRUE,TRUE,1,6,3,6,2,6,2,6,2,6,3,6,2,6,3,6,
2665,MAYO CLINIC HEALTH SYSTEM - ST JAMES,1101 MOULTON AND PARSONS DRIVE,ST JAMES,MN,56081,WATONWAN,5073758601,3,9,FALSE,TRUE,6,2,4,1,4,1,4,1,4,1,3,6,1,6,4,1,
2666,LOVELACE WOMEN'S HOSPITAL,4701 MONTGOMERY BOULEVARD NE,ALBUQUERQUE,NM,87109,BERNALILLO,5057277805,1,4,TRUE,TRUE,3,6,3,6,3,6,3,6,2,6,3,6,3,6,3,6,
2667,SAINT LUKES NORTHLAND HOSPITAL,5830 N W BARRY ROAD,KANSAS CITY,MO,64154,PLATTE,8168916000,1,10,TRUE,TRUE,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,
2668,BEAUMONT HOSPITAL - TRENTON,5450 FORT STREET,TRENTON,MI,48183,WAYNE,7346713800,1,10,TRUE,TRUE,3,6,1,6,3,6,2,6,1,6,3,6,3,6,3,6,
2669,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,5165620100,1,10,TRUE,TRUE,2,6,1,6,2,6,2,6,3,6,3,6,2,6,3,6,
2670,MINNESOTA VALLEY HEALTH CENTER  INC,621 SOUTH FOURTH STREET,LE SUEUR,MN,56058,LE SUEUR,5076653375,3,10,TRUE,FALSE,6,2,4,1,4,1,4,1,4,1,3,6,4,1,4,1,
